0	0	0.334476053715
0	10	0.335094153881
0	20	0.335875332355
0	30	0.336226135492
0	40	0.336036622524
0	50	0.336900115013
0	60	0.336619049311
0	70	0.337100088596
0	80	0.338170081377
0	90	0.338315755129
0	100	0.33812046051
0	110	0.338047593832
1	0	0.337939083576
1	10	0.338170826435
1	20	0.337880194187
1	30	0.33818089962
1	40	0.337963879108
1	50	0.338182091713
1	60	0.338048994541
1	70	0.337628424168
1	80	0.337628424168
1	90	0.337330758572
1	100	0.337330758572
1	110	0.337288767099
2	0	0.337288767099
2	10	0.337599635124
2	20	0.337623655796
2	30	0.33678111434
2	40	0.336806774139
2	50	0.33757930994
2	60	0.337184727192
2	70	0.33694434166
2	80	0.337060123682
2	90	0.337085992098
2	100	0.337085992098
2	110	0.336916327477
3	0	0.336916327477
3	10	0.33703404665
3	20	0.336871266365
3	30	0.33603566885
3	40	0.335939496756
3	50	0.335582762957
3	60	0.335591167212
3	70	0.33553609252
3	80	0.335306316614
3	90	0.335436969995
3	100	0.335606753826
3	110	0.335484683514
4	0	0.335484683514
4	10	0.335532724857
4	20	0.335502177477
4	30	0.335581034422
4	40	0.335873812437
4	50	0.336231887341
4	60	0.336231887341
4	70	0.335767567158
4	80	0.336284279823
4	90	0.336235910654
4	100	0.336587488651
4	110	0.336498707533
5	0	0.336498707533
5	10	0.336462795734
5	20	0.335772544146
5	30	0.33586871624
5	40	0.335908651352
5	50	0.336404770613
5	60	0.336494922638
5	70	0.336177945137
5	80	0.335967540741
5	90	0.335631668568
5	100	0.335913926363
5	110	0.335774421692
6	0	0.335947841406
6	10	0.33606621623
6	20	0.336319357157
6	30	0.336464136839
6	40	0.337145417929
6	50	0.336551487446
6	60	0.33656924963
6	70	0.336831778288
6	80	0.337556779385
6	90	0.337265729904
6	100	0.337265729904
6	110	0.337294816971
7	0	0.337406396866
7	10	0.337402284145
7	20	0.33713644743
7	30	0.337198108435
7	40	0.337225437164
7	50	0.336847513914
7	60	0.339029192924
7	70	0.339387059212
7	80	0.340255141258
7	90	0.340255141258
7	100	0.340596854687
7	110	0.340541064739
8	0	0.340541064739
8	10	0.340568244457
8	20	0.341168045998
8	30	0.341069281101
8	40	0.34147310257
8	50	0.341172993183
8	60	0.341061383486
8	70	0.340866088867
8	80	0.340975493193
8	90	0.340921521187
8	100	0.341156214476
8	110	0.341156214476
9	0	0.341037839651
9	10	0.341203778982
9	20	0.341203778982
9	30	0.340844035149
9	40	0.340844035149
9	50	0.34014236927
9	60	0.339814990759
9	70	0.339814990759
9	80	0.339902997017
9	90	0.339962184429
9	100	0.339962184429
9	110	0.339833378792
10	0	0.339677155018
10	10	0.33942759037
10	20	0.339250028133
10	30	0.339099407196
10	40	0.339099407196
10	50	0.338832855225
10	60	0.338807374239
10	70	0.338807374239
10	80	0.338825285435
10	90	0.338749647141
10	100	0.338443279266
10	110	0.338665485382
11	0	0.338536679745
11	10	0.338516354561
11	20	0.338465631008
11	30	0.339295893908
11	40	0.339295893908
11	50	0.339295893908
11	60	0.338825583458
11	70	0.338825583458
11	80	0.338088035583
11	90	0.338368535042
11	100	0.338007628918
11	110	0.337809979916
12	0	0.337662011385
12	10	0.337333381176
12	20	0.337265729904
12	30	0.338392138481
12	40	0.338017821312
12	50	0.338017821312
12	60	0.338255316019
12	70	0.338093429804
12	80	0.338093429804
12	90	0.338353872299
12	100	0.339123785496
12	110	0.339864552021
13	0	0.339864552021
13	10	0.339828401804
13	20	0.339896917343
13	30	0.340157866478
13	40	0.339973300695
13	50	0.34005099535
13	60	0.339894771576
13	70	0.339933872223
13	80	0.339363336563
13	90	0.339363336563
13	100	0.33942759037
13	110	0.339257419109
14	0	0.339378237724
14	10	0.339284300804
14	20	0.339202940464
14	30	0.339329749346
14	40	0.339354902506
14	50	0.339067995548
14	60	0.339111328125
14	70	0.339052438736
14	80	0.338902205229
14	90	0.339097499847
14	100	0.338518083096
14	110	0.338340520859
15	0	0.338062226772
15	10	0.338182389736
15	20	0.337781488895
15	30	0.337862461805
15	40	0.337961912155
15	50	0.337961912155
15	60	0.337799698114
15	70	0.338369369507
15	80	0.338438808918
15	90	0.338132321835
15	100	0.338090807199
15	110	0.33828613162
16	0	0.33828613162
16	10	0.337899267673
16	20	0.337238907814
16	30	0.337351977825
16	40	0.336556255817
16	50	0.336556255817
16	60	0.336405038834
16	70	0.336556077003
16	80	0.336110919714
16	90	0.336570441723
16	100	0.336580693722
16	110	0.336725383997
17	0	0.336725383997
17	10	0.337104201317
17	20	0.337104201317
17	30	0.33685657382
17	40	0.335935086012
17	50	0.335805654526
17	60	0.336025774479
17	70	0.335987478495
17	80	0.335657417774
17	90	0.335210561752
17	100	0.335370659828
17	110	0.335482239723
18	0	0.335482239723
18	10	0.335978329182
18	20	0.335983783007
